"","X","ID","Age","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","total_children","total_amount","total_num_purchase","age_class","income_class"
"1146",1145,3381,68,"Master","Married",54348,1,1,"6/8/14",51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,"CA",2,90,6,"Boomers","Middle"
"1147",1146,10556,62,"Graduation","Married",54984,0,1,"5/24/14",51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,"SP",1,358,13,"Boomers","Middle"
"1148",1147,9467,37,"Graduation","Single",34738,1,0,"5/11/14",51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,"SP",1,20,4,"Millennials","Lower-Middle"
"1149",1148,2891,58,"Graduation","Divorced",68118,0,1,"10/18/13",51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,"US",1,928,21,"Gen-X","Middle"
"1150",1149,5011,58,"Graduation","Divorced",68118,0,1,"10/18/13",51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,"SP",1,928,21,"Gen-X","Middle"
"1151",1150,8140,48,"Graduation","Together",22682,1,0,"10/3/13",51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,"AUS",1,95,7,"Gen-X","Poor"
"1152",1151,11039,46,"Graduation","Married",51948,0,1,"9/17/13",51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,"SP",1,311,11,"Gen-X","Middle"
"1153",1152,78,52,"Graduation","Married",25293,1,0,"9/15/13",51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,"SP",1,37,4,"Gen-X","Poor"
"1154",1153,5517,52,"Graduation","Married",25293,1,0,"9/15/13",51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,"AUS",1,37,4,"Gen-X","Poor"
"1155",1154,5290,57,"PhD","Married",41551,1,1,"8/14/13",51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,"CA",2,279,11,"Gen-X","Lower-Middle"
"1156",1155,4128,59,"PhD","Together",56067,0,1,"7/20/13",51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,"SA",1,725,18,"Boomers","Middle"
"1157",1156,8534,69,"Graduation","Married",67433,0,2,"7/16/13",51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,"SP",2,992,24,"Boomers","Middle"
"1158",1157,9592,38,"Graduation","Together",22010,1,0,"6/30/13",51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,"SP",1,33,5,"Millennials","Poor"
"1159",1158,8957,69,"2n Cycle","Single",64831,1,1,"6/10/13",51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,"SA",2,1120,14,"Boomers","Middle"
"1160",1159,9308,67,"Graduation","Married",62820,0,0,"5/11/13",51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,"SA",0,976,13,"Boomers","Middle"
"1161",1160,544,67,"Graduation","Married",62820,0,0,"5/11/13",51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,"SP",0,976,13,"Boomers","Middle"
"1162",1161,5989,62,"2n Cycle","Divorced",78353,0,1,"4/16/13",51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,"CA",1,1576,23,"Boomers","Middle"
"1163",1162,635,55,"Master","Married",57183,1,1,"3/19/13",51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,"SP",2,610,17,"Gen-X","Middle"
"1164",1163,6673,56,"Graduation","Single",23478,0,0,"3/19/13",51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,"US",0,129,6,"Gen-X","Poor"
"1165",1164,1710,43,"Graduation","Single",30168,1,0,"3/7/13",51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,"SP",1,279,11,"Gen-X","Lower-Middle"
"1166",1165,523,32,"Graduation","Married",37155,1,0,"1/31/13",51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,"SP",1,74,6,"Millennials","Lower-Middle"
"1167",1166,8977,36,"Basic","Single",16581,0,0,"1/12/13",51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,"SP",0,24,3,"Millennials","Poor"
"1168",1167,9736,41,"Graduation","Married",41850,1,1,"12/24/12",51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,"US",2,96,6,"Millennials","Lower-Middle"
"1169",1168,1544,54,"Master","Divorced",81380,0,0,"12/22/12",51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0,"CA",0,1893,16,"Gen-X","Middle"
"1170",1169,6575,40,"Graduation","Together",56386,1,1,"10/27/12",51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,"SA",2,612,17,"Millennials","Middle"
"1171",1170,6147,50,"Graduation","Divorced",25818,1,0,"10/18/12",51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,"GER",1,28,3,"Gen-X","Poor"
"1172",1171,6354,37,"Graduation","Together",15345,1,0,"8/31/12",51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,"SP",1,47,4,"Millennials","Poor"
"1173",1172,4769,44,"Master","Together",57954,1,1,"6/18/14",52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,"SP",2,493,16,"Gen-X","Middle"
"1174",1173,7540,69,"Graduation","Married",50300,0,1,"5/25/14",52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,"SP",1,270,11,"Boomers","Middle"
"1175",1174,5247,66,"PhD","Married",38725,1,1,"5/10/14",52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,"SP",2,45,5,"Boomers","Lower-Middle"
"1176",1175,5987,32,"2n Cycle","Together",10404,1,0,"5/4/14",52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,"SP",1,43,5,"Millennials","Poor"
"1177",1176,9960,30,"Basic","Single",26868,1,0,"4/30/14",52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,"SA",1,14,3,"Millennials","Poor"
"1178",1177,10972,72,"Graduation","Widow",72298,0,0,"3/10/14",52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,"SP",0,939,13,"Boomers","Middle"
"1179",1178,1399,63,"Graduation","Married",72905,0,0,"1/21/14",52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,"SP",0,1515,19,"Boomers","Middle"
"1180",1179,2698,45,"Graduation","Single",47025,0,1,"11/7/13",52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,"US",1,415,14,"Gen-X","Lower-Middle"
"1181",1180,6340,36,"Graduation","Single",29938,1,0,"10/27/13",52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,"SA",1,26,4,"Millennials","Poor"
"1182",1181,4107,73,"PhD","Together",46681,0,2,"10/8/13",52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,"SP",2,425,14,"Boomers","Lower-Middle"
"1183",1182,10906,73,"PhD","Together",46681,0,2,"10/8/13",52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,"SA",2,425,14,"Boomers","Lower-Middle"
"1184",1183,2557,51,"Master","Single",29548,1,0,"8/29/13",52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,"SP",1,29,4,"Gen-X","Poor"
"1185",1184,8786,65,"Master","Married",62058,0,1,"5/26/13",52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,"GER",1,450,14,"Boomers","Middle"
"1186",1185,7187,52,"Master","Together",51381.5,1,1,"5/18/13",52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,"AUS",2,721,18,"Gen-X","Middle"
"1187",1186,6119,58,"PhD","Single",36736,1,1,"5/10/13",52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,"SP",2,17,3,"Gen-X","Lower-Middle"
"1188",1187,2980,69,"Master","Single",8820,1,1,"3/22/13",52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,"CA",2,35,6,"Boomers","Poor"
"1189",1188,3850,58,"Basic","Together",14918,0,1,"12/7/12",52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,"IND",1,43,4,"Gen-X","Poor"
"1190",1189,1077,47,"Graduation","Together",56715,0,0,"12/5/12",52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,"SP",0,1020,14,"Gen-X","Middle"
"1191",1190,9733,43,"Basic","Together",24882,1,0,"9/9/12",52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,"IND",1,80,4,"Gen-X","Poor"
"1192",1191,8462,43,"Basic","Together",24882,1,0,"9/9/12",52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,"SP",1,80,4,"Gen-X","Poor"
"1193",1192,4764,69,"Master","Together",40442,1,1,"8/19/12",52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,"SA",2,169,8,"Boomers","Lower-Middle"
"1194",1193,2223,56,"2n Cycle","Divorced",64176,0,1,"8/3/12",52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,"SP",1,1826,25,"Gen-X","Middle"
"1195",1194,7788,38,"PhD","Married",23536,1,0,"6/4/14",53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,"SP",1,10,3,"Millennials","Poor"
"1196",1195,5827,63,"Graduation","Divorced",35246,1,1,"4/16/14",53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,"SA",2,62,7,"Boomers","Lower-Middle"
"1197",1196,2958,43,"Graduation","Married",28442,2,0,"2/24/14",53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,"SP",2,57,7,"Gen-X","Poor"
"1198",1197,4954,65,"Graduation","Married",48195,1,1,"1/21/14",53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,"SP",2,265,11,"Boomers","Lower-Middle"
"1199",1198,3139,39,"2n Cycle","Single",74116,0,0,"12/30/13",53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,"SA",0,2052,18,"Millennials","Middle"
"1200",1199,9952,74,"Master","Together",78093,0,0,"12/11/13",53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,"SA",0,1105,16,"Boomers","Middle"
"1201",1200,8180,69,"Master","Divorced",59354,1,1,"11/15/13",53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,"US",2,310,12,"Boomers","Middle"
"1202",1201,3276,45,"2n Cycle","Together",36301,1,0,"10/25/13",53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,"SA",1,78,6,"Gen-X","Lower-Middle"
"1203",1202,4994,78,"Master","Single",77598,0,0,"10/1/13",53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,"SP",0,1735,25,"Boomers","Middle"
"1204",1203,3598,49,"Graduation","Married",62710,0,1,"5/23/13",53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,"SP",1,606,18,"Gen-X","Middle"
"1205",1204,945,56,"Graduation","Together",36317,0,1,"5/22/13",53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,"SP",1,133,7,"Gen-X","Lower-Middle"
"1206",1205,5048,50,"PhD","Single",42767,2,0,"5/11/13",53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,"SA",2,131,6,"Gen-X","Lower-Middle"
"1207",1206,6214,39,"Master","Married",43815,1,0,"4/5/13",53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,"SP",1,79,5,"Millennials","Lower-Middle"
"1208",1207,6230,50,"Graduation","Divorced",44421,1,1,"2/15/13",53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,"SP",2,189,9,"Gen-X","Lower-Middle"
"1209",1208,2968,78,"PhD","Divorced",48948,0,0,"2/1/13",53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,"AUS",0,902,22,"Boomers","Lower-Middle"
"1210",1209,8800,78,"PhD","Divorced",48948,0,0,"2/1/13",53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,"SA",0,902,22,"Boomers","Lower-Middle"
"1211",1210,1907,71,"Master","Divorced",63120,0,1,"9/28/12",53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,"SP",1,1477,21,"Boomers","Middle"
"1212",1211,10478,71,"PhD","Married",55517,1,1,"9/27/12",53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,"SA",2,633,18,"Boomers","Middle"
"1213",1212,4188,64,"Graduation","Single",36864,0,1,"8/13/12",53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,"AUS",1,354,11,"Boomers","Lower-Middle"
"1214",1213,8720,43,"2n Cycle","Together",51381.5,0,0,"8/12/12",53,32,2,1607,12,4,22,0,0,0,1,0,0,1,0,0,0,0,0,"IND",0,1679,1,"Gen-X","Middle"
"1215",1214,2225,44,"Graduation","Divorced",82582,0,0,"6/7/14",54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,1,0,"AUS",0,1617,20,"Gen-X","Middle"
"1216",1215,4790,63,"Graduation","Divorced",79803,0,1,"6/2/14",54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,"SP",1,868,12,"Boomers","Middle"
"1217",1216,1131,54,"PhD","Single",52569,0,1,"4/5/14",54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,"SA",1,95,6,"Gen-X","Middle"
"1218",1217,202,73,"PhD","Widow",82032,0,0,"4/5/14",54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,"IND",0,1234,17,"Boomers","Middle"
"1219",1218,9589,73,"PhD","Widow",82032,0,0,"4/5/14",54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,"IND",0,1234,17,"Boomers","Middle"
"1220",1219,3900,49,"Graduation","Married",65685,0,1,"3/29/14",54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,"CA",1,769,20,"Gen-X","Middle"
"1221",1220,9958,49,"Graduation","Married",65685,0,1,"3/29/14",54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,"AUS",1,769,20,"Gen-X","Middle"
"1222",1221,8955,64,"PhD","Together",40451,0,2,"2/16/14",54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,"SP",2,49,4,"Boomers","Lower-Middle"
"1223",1222,10033,48,"2n Cycle","Divorced",31163,1,0,"2/13/14",54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,"GER",1,38,4,"Gen-X","Lower-Middle"
"1224",1223,5751,48,"2n Cycle","Divorced",31163,1,0,"2/13/14",54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,"CA",1,38,4,"Gen-X","Lower-Middle"
"1225",1224,3308,69,"Graduation","Married",35704,1,1,"1/3/14",54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,"SA",2,94,6,"Boomers","Lower-Middle"
"1226",1225,7297,48,"Graduation","Single",7500,1,0,"12/26/13",54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,"SA",1,57,7,"Gen-X","Poor"
"1227",1226,8008,38,"Graduation","Together",36075,1,0,"12/9/13",54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,"SP",1,119,6,"Millennials","Lower-Middle"
"1228",1227,1232,39,"PhD","Together",70038,0,0,"10/25/13",54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,"GER",0,1244,16,"Millennials","Middle"
"1229",1228,2345,39,"PhD","Together",70038,0,0,"10/25/13",54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,"AUS",0,1244,16,"Millennials","Middle"
"1230",1229,1628,50,"Graduation","Together",71796,0,0,"10/24/13",54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,"SA",0,960,16,"Gen-X","Middle"
"1231",1230,5081,54,"2n Cycle","Together",47821,1,1,"10/20/13",54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,"SP",2,47,4,"Gen-X","Lower-Middle"
"1232",1231,839,46,"PhD","Married",45503,1,0,"9/25/13",54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,"SP",1,170,8,"Gen-X","Lower-Middle"
"1233",1232,3706,43,"Graduation","Single",28647,1,0,"8/21/13",54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,0,"SP",1,94,6,"Gen-X","Poor"
"1234",1233,5154,49,"Master","Divorced",37760,1,0,"8/11/13",54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,"SP",1,54,5,"Gen-X","Lower-Middle"
"1235",1234,8584,69,"PhD","Together",85431,0,0,"6/8/13",54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,"SP",0,1165,16,"Boomers","Middle"
"1236",1235,6583,66,"2n Cycle","Married",72635,0,0,"6/3/13",54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,"SP",0,981,20,"Boomers","Middle"
"1237",1236,3433,66,"2n Cycle","Married",72635,0,0,"6/3/13",54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,"SP",0,981,20,"Boomers","Middle"
"1238",1237,10486,73,"Graduation","Married",77142,0,0,"5/29/13",54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,"SP",0,990,16,"Boomers","Middle"
"1239",1238,8687,43,"Graduation","Together",53172,0,1,"5/6/13",54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,"IND",1,486,13,"Gen-X","Middle"
"1240",1239,7842,53,"Graduation","Single",36065,1,1,"3/31/13",54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,"SP",2,74,6,"Gen-X","Lower-Middle"
"1241",1240,3749,48,"Graduation","Together",73926,0,0,"3/2/13",54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,"CA",0,1580,23,"Gen-X","Middle"
"1242",1241,1331,44,"Graduation","Single",35790,1,0,"1/2/13",54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,"AUS",1,72,5,"Gen-X","Lower-Middle"
"1243",1242,5995,59,"Graduation","Divorced",39552,1,1,"12/18/12",54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,"SP",2,384,13,"Boomers","Lower-Middle"
"1244",1243,8985,57,"2n Cycle","Together",68316,0,1,"11/4/12",54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,"SP",1,1211,27,"Gen-X","Middle"
"1245",1244,2798,44,"PhD","Together",102160,0,0,"11/2/12",54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,"SA",0,1240,26,"Gen-X","Upper-Middle"
"1246",1245,7108,56,"Master","Widow",51390,1,1,"9/8/12",54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,"SA",2,353,12,"Gen-X","Middle"
"1247",1246,2781,40,"Graduation","Single",72066,0,0,"6/23/14",55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,"SA",0,1792,16,"Millennials","Middle"
"1248",1247,3623,45,"Graduation","Together",21675,1,0,"6/11/14",55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,"IND",1,45,7,"Gen-X","Poor"
"1249",1248,194,56,"Graduation","Married",48006,1,1,"6/9/14",55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,"SP",2,41,4,"Gen-X","Lower-Middle"
"1250",1249,10833,46,"Graduation","Married",65106,0,1,"5/24/14",55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,"SP",1,973,24,"Gen-X","Middle"
"1251",1250,2315,61,"Graduation","Divorced",58401,0,1,"4/20/14",55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,"SP",1,96,5,"Boomers","Middle"
"1252",1251,6336,61,"Graduation","Married",29315,1,1,"4/6/14",55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,"SA",2,48,6,"Boomers","Poor"
"1253",1252,10738,70,"Master","Single",49389,1,1,"8/29/13",55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,"AUS",2,65,5,"Boomers","Lower-Middle"
"1254",1253,8286,56,"PhD","Together",51717,0,1,"8/20/13",55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,"SA",1,122,7,"Gen-X","Middle"
"1255",1254,2166,61,"2n Cycle","Widow",46779,1,1,"7/12/13",55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,"SA",2,23,3,"Boomers","Lower-Middle"
"1256",1255,10691,61,"Master","Married",28520,1,1,"6/14/13",55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,"SP",2,43,4,"Boomers","Poor"
"1257",1256,9739,58,"Graduation","Single",34377,0,1,"1/19/13",55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,"SP",1,114,6,"Gen-X","Lower-Middle"
"1258",1257,1829,60,"PhD","Divorced",54959,0,1,"1/19/13",55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,"SP",1,1232,18,"Boomers","Middle"
"1259",1258,6260,66,"Master","Together",82384,0,0,"11/19/12",55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,"AUS",0,1957,26,"Boomers","Middle"
"1260",1259,10448,65,"Graduation","Single",46998,0,1,"10/22/12",55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,"SP",1,377,13,"Boomers","Lower-Middle"
"1261",1260,1343,53,"Graduation","Together",58554,1,1,"9/26/12",55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,"US",2,586,16,"Gen-X","Middle"
"1262",1261,4749,53,"Graduation","Together",58554,1,1,"9/26/12",55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,"IND",2,586,16,"Gen-X","Middle"
"1263",1262,531,67,"PhD","Divorced",57333,0,1,"9/22/12",55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,"SP",1,1662,22,"Boomers","Middle"
"1264",1263,6905,27,"Graduation","Together",80685,0,0,"8/22/12",55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,"SP",0,1004,20,"Millennials","Middle"
"1265",1264,1045,56,"Graduation","Together",52117,0,1,"8/16/12",55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,"SP",1,279,11,"Gen-X","Middle"
"1266",1265,4012,49,"PhD","Together",62220,0,1,"8/11/12",55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,"GER",1,1226,18,"Gen-X","Middle"
"1267",1266,5529,75,"PhD","Together",64014,2,1,"6/10/14",56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,"CA",3,444,15,"Boomers","Middle"
"1268",1267,4001,75,"PhD","Together",64014,2,1,"6/10/14",56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,"SA",3,444,15,"Boomers","Middle"
"1269",1268,10420,66,"Master","Divorced",46390,0,1,"5/5/14",56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,"US",1,222,9,"Boomers","Lower-Middle"
"1270",1269,7723,42,"Graduation","Together",75507,0,0,"5/2/14",56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,"GER",0,1440,20,"Millennials","Middle"
"1271",1270,2963,42,"Graduation","Together",75507,0,0,"5/2/14",56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,"AUS",0,1440,20,"Millennials","Middle"
"1272",1271,10634,70,"Master","Married",59412,0,0,"4/19/14",56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,"SP",0,406,14,"Boomers","Middle"
"1273",1272,5180,53,"PhD","Divorced",50616,0,1,"4/18/14",56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,"SP",1,149,8,"Gen-X","Middle"
"1274",1273,6866,52,"Master","Together",35924,1,1,"3/23/14",56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,"SA",2,34,4,"Gen-X","Lower-Middle"
"1275",1274,1328,39,"2n Cycle","Married",57937,0,1,"2/16/14",56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,"SA",1,683,17,"Millennials","Middle"
"1276",1275,1139,37,"PhD","Married",73356,0,0,"2/6/14",56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,"SP",0,1512,21,"Millennials","Middle"
"1277",1276,4961,47,"Master","Together",21255,1,0,"1/21/14",56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,"SP",1,61,7,"Gen-X","Poor"
"1278",1277,5177,47,"Master","Married",58494,0,1,"12/12/13",56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,"SA",1,396,14,"Gen-X","Middle"
"1279",1278,2075,52,"Graduation","Married",72460,0,0,"11/14/13",56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,"SA",0,1047,15,"Gen-X","Middle"
"1280",1279,3428,30,"PhD","Together",68682,0,0,"10/6/13",56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,"SP",0,1598,23,"Millennials","Middle"
"1281",1280,4500,30,"PhD","Together",68682,0,0,"10/6/13",56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,"SP",0,1598,23,"Millennials","Middle"
"1282",1281,7369,40,"Master","Married",36959,1,0,"10/2/13",56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,"SP",1,62,5,"Millennials","Lower-Middle"
"1283",1282,4381,50,"PhD","Married",46463,1,1,"8/18/13",56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,"SP",2,235,10,"Gen-X","Lower-Middle"
"1284",1283,9964,42,"Graduation","Single",61825,0,1,"8/7/13",56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,"SP",1,424,14,"Millennials","Middle"
"1285",1284,1630,42,"Graduation","Single",61825,0,1,"8/7/13",56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,"SP",1,424,14,"Millennials","Middle"
"1286",1285,5012,32,"Graduation","Married",28691,1,0,"7/4/13",56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,"SP",1,34,4,"Millennials","Poor"
"1287",1286,6918,32,"Graduation","Married",28691,1,0,"7/4/13",56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,"SP",1,34,4,"Millennials","Poor"
"1288",1287,7822,45,"Graduation","Together",54058,0,1,"6/4/13",56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,"SP",1,662,18,"Gen-X","Middle"
